Year,GDP Growth (%),Inflation (%),Unemployment (%),Current Account Balance (% GDP),Exports Growth (%),Imports Growth (%),Remittances (% GDP),GDP per Capita Growth (%)
BGD,5.57178818533122,8.12667639169917,3.379,1.82909794723498,0.941532178257205,0.686454981140216,9.41241447446753,4.65046297355514
