k,a,eps_m,eps_g,eps_f,shock_technology,shock_monetary,shock_fiscal,shock_foreign,y,c,i,pi,r
0.0,-0.000793632394777527,-0.0037974512995151326,0.008913917252720173,-0.003920654996496047,-0.000793632394777527,-0.0037974512995151326,0.008913917252720173,-0.003920654996496047,3.014692802597906,1.7031707467352784,0.7087104765262109,-0.002089197424504214,0.006649761006342765
0.0,-0.0001125925162354422,-0.0018514593675526862,0.010022715853284816,-0.0052563318082180606,0.0006016766390643322,4.726628220488019e-05,0.002891582051108676,-0.0019237750611964205,3.01523763450074,1.7034976458769786,0.7087104765262109,-0.0009527518876728415,0.008626845263006739
0.0,0.0005216369471926687,-0.00042696913542632805,0.011942422102300433,-0.010042380968187894,0.0006229702118045668,0.000498760548350015,0.003924249419672581,-0.005574498931202544,3.0157450180714824,1.7038020760194241,0.7087104765262109,-8.829170038690147e-05,0.010177227329306917
0.0,-0.003201655101060037,0.00018882704086270414,0.007275406678191751,0.008104425741063416,-0.0036711283535334387,0.00040231160857586817,-0.002278531003648595,0.016640449564023125,3.0127663844328803,1.7020148958362629,0.7087104765262109,-0.0006739837038230392,0.0078093725048516225
0.0,0.004113218291228874,0.000430902549208877,-0.004795442853803593,0.01644286311276391,0.006994707882182908,0.0003364890287775249,-0.010615768196356994,0.00955410123286001,3.0186182831467114,1.7055260350645616,0.7087104765262109,0.001202623664499402,0.013550232914250875
0.0,0.023220174735442873,0.00036965573806032877,-0.01784823535013852,0.020232606987149432,0.019518278273336884,0.00015420446345589024,-0.014011881067095644,0.0062561733413001065,3.0339038483020824,1.714697374157784,0.7087104765262109,0.005757669805536409,0.028025584703491854
0.0,0.012451764282061377,-0.0037563966389872554,-0.01392101728557011,0.015691222580777386,-0.00844639297983721,-0.00394122450801742,0.0003575709945407067,-0.0015064933582996309,3.0252891199393774,1.7095285371401612,0.7087104765262109,0.0011102251082011365,0.016747053476136475
0.0,-0.007557246863339714,-0.0026367343911245403,-0.014086614354407442,0.020084281975552266,-0.018763834717194953,-0.0007585360716309124,-0.0029498005259513535,0.006746742781891491,3.0092819110230566,1.6999242117903686,0.7087104765262109,-0.0031321064427637436,0.0023799516915287613
0.0,-0.0010793974152800536,0.0001300499203063187,0.005709933175360853,0.024391945160293353,0.005722124761725689,0.0014484171158685888,0.016979224658886807,0.007320305481073925,3.014464190581504,1.7030335795254372,0.7087104765262109,-0.00019403041951405743,0.009378205505627051
0.0,-0.0006319875383988059,0.0005787040800506085,0.016247202196440012,0.01521140976096911,0.00033947013535324237,0.0005136791198974491,0.01167925565615133,-0.005521743625280241,3.0148221184830093,1.7032483362663402,0.7087104765262109,0.00013767503080962595,0.010054727631865141
