period,world_growth,oil_price_shock,gdp_growth,inflation,nominal_rate_change,real_rate_change,reer_level,exports_growth,imports_growth,trade_balance,current_account,current_account_gdp,fdi,portfolio_flows,remittances,financial_account,reserves_change,reserves_months,external_debt_gdp,vulnerability_score,terms_of_trade
10,0.030068056744341078,0.10557301921397168,0.06516584766244071,0.06288836202647152,-0.0397263875812382,-0.08261474960770972,45.304228622409525,0.1506128543264964,-0.005759738621497812,0.15637259294799422,0.010088503576282666,0.010088503576282666,0.007815881139732363,-0.006076932631578933,0.05670035041443134,0.0022389485081534296,0.03740016761987232,0.9488020114384679,0.2251552539912333,0.2849037234953622,-0.12870730536922337
11,0.02439304028859069,-0.03814658196222983,0.0643432136474739,0.044882865497423666,-0.015719668093010758,-0.04060253359043442,43.46476215797942,0.08428348614345693,0.025190811914865607,0.059092674228591324,0.01346146561267568,0.01346146561267568,0.008251129193925488,-0.011619435217614212,0.0541292164157816,-0.0028683060236887243,0.004511814879339618,1.0029437899905433,0.2251552539912333,0.28111379899671696,0.19421712081618278
12,0.036134694384450106,0.06789568158015691,0.06326341218328813,0.0470282165795932,-0.011030027922681544,-0.03805824450227474,41.81056961253782,0.1053044672896628,0.04295357515214837,0.062350892137514435,0.025134005383830434,0.025134005383830434,0.00805460243729549,-0.01175498203087945,0.05629221998840523,-0.00320037959358396,-0.02293548453842134,0.7277179755294872,0.2251552539912333,0.30037960600899083,0.080242492013993
13,0.021958602475731084,-0.12573429436361183,0.04995598607367751,0.056699964570628814,-0.006130639288895519,-0.04283060385952433,40.01979766832215,0.08963844524563647,-0.009275721970759765,0.09891416721639623,0.04627770048369132,0.04627770048369132,0.00815585325966813,0.0059728160399182915,0.052598326950146136,0.014628669299586422,-0.10043550667655665,0.5,0.2251552539912333,0.31631986429605496,0.04854227223835718
14,0.012529049358965304,0.036439697150674966,0.04662894931200908,0.057601698929948264,-0.03435254922131868,-0.07195424815126694,37.1402032159322,0.10529134072596258,-0.026357511954332447,0.13164885268029503,0.009799542513053844,0.009799542513053844,0.008048688134739631,0.00617962413822462,0.05494227754042172,0.014728312272964252,0.007378685217145443,0.5885442226057453,0.2251552539912333,0.3101217687136528,0.06786174200036488
15,0.03666442853168771,0.08893625851422242,0.08109757243343528,0.052834759169103025,0.004160067680262989,-0.02867469148884004,36.07521934688252,0.0956991170874848,0.08099058770582657,0.01470852938165823,0.0009128485433786276,0.0009128485433786276,0.008049066562519695,-0.0026828570857420626,0.05665803614980007,0.005866209476777632,-0.018442405956675748,0.5,0.2251552539912333,0.31631986429605496,0.09496977975736845
16,0.06857821091003169,0.19837364471498745,0.054587395138539475,0.0564237126648121,-0.12145476843740516,-0.15787848110221725,30.379718510967386,0.30790609364068455,-0.10139421394505577,0.4093003075857403,0.08097999767942257,0.08097999767942257,0.008255547742867133,0.008839001639340325,0.05958711816183041,0.017594549382207458,0.004747967945173653,0.5569756153420838,0.2251552539912333,0.3123315712221091,-0.18391622506413424
17,0.012369338886698621,-0.07345365276076339,0.05427309739397727,0.06952234466705508,-0.024514957757903924,-0.074037302424959,28.13048610398577,0.10809819883599703,-0.035674678354676415,0.14377287719067344,0.014986640590808384,0.014986640590808384,0.008017092551670277,-0.002498296545106252,0.0531234154582592,0.006018796006564025,-0.0010373492384144565,0.5445274244811104,0.2251552539912333,0.31320294458237724,-0.050943921949854
18,0.061878340151677105,0.08524205089195393,0.03346956942119384,0.058553251571308404,-0.10086406995281624,-0.13941732152412464,24.208609078196464,0.2707829840521019,-0.12196238060323172,0.3927453646553336,0.1076816170836159,0.1076816170836159,0.007862939656810357,-0.004584360131535794,0.057484611413056275,0.003778579525274563,-0.04933224896677846,0.5,0.2251552539912333,0.31631986429605496,-0.09419936254842587
19,0.018343003184594853,-0.03505591618134223,0.05345673039374778,0.025117858174944184,-0.044375274697593774,-0.049493132872537954,23.010449172429958,0.08458840379164312,0.0003297667162784901,0.08425863707536463,0.016621260702644476,0.016621260702644476,0.007991757478224604,0.008400935177417319,0.05396725109510559,0.016892692655641924,0.00623779600147514,0.5748535520177017,0.2251552539912333,0.31108011565481586,0.21979918360117995
20,0.0755998626763626,0.007902673574608643,0.08519835854725238,0.05142365004373252,-0.09590982773353651,-0.12733347777726903,20.08044865408737,0.2834580378742573,-0.05168489239660745,0.3351429302708647,0.07897608465230382,0.07897608465230382,0.00804465830261868,-0.004117962451144342,0.056691509280189005,0.0044266958514743385,-0.006260263306495942,0.5,0.2251552539912333,0.31631986429605496,-0.2077808321352725
21,0.05575654047716502,0.27005920157446345,0.05586940701639716,0.06868460982381518,-0.01635117714677849,-0.06503578697059366,18.7745008731462,0.17349356289487128,0.029380439864733043,0.14411312303013823,0.04463880149416455,0.04463880149416455,0.007952093816610039,-0.005836539998796222,0.06031860705077485,0.0026155538178138167,-0.06053107384139332,0.5,0.2251552539912333,0.31631986429605496,-0.025629189150848622
22,0.05880467137019541,0.10383634215667503,0.10056232033937232,0.05142538956795905,-0.03484637828619665,-0.0662717678541557,17.53028150970341,0.17779803537068184,0.06030152894554619,0.11749650642513565,0.012349996885291155,0.012349996885291155,0.008137178791044464,0.00023648191268020537,0.057683224077816016,0.00887366070372467,0.014066983769066477,0.6688038052287977,0.2251552539912333,0.3045035979300391,-0.02083713586323236
23,0.07433711808799819,0.16522317208093765,0.06433509524416592,0.06240205620959358,-0.10110233554694546,-0.14350439175653906,15.01460912433252,0.2919565027135278,-0.07551402628869353,0.3674705290022213,0.07412308735243808,0.07412308735243808,0.007946578754561834,0.0007136367357031777,0.059242848896033005,0.009160215490265012,0.0017435582035526323,0.6897265036714293,0.2251552539912333,0.3030390090390549,0.13500988790226373
24,0.04033651826593929,-0.14924501146164657,0.04441098907894185,0.056975297243879924,-0.078812495415825,-0.11578779265970492,13.27610067617779,0.20595799797143832,-0.11294806639393051,0.31890606436536884,0.08727276055431774,0.08727276055431774,0.008018472755281556,0.002992840215160581,0.0528573027538439,0.011511312970442137,-0.059592589220830286,0.5,0.2251552539912333,0.31631986429605496,0.12700558960535144
25,0.007090738728239773,0.05083588073352633,0.07412339831574244,0.07549900505100685,0.04564294855026754,-0.0098560565007393,13.14525067780388,0.018839971503692432,0.09030747690731511,-0.07146750540362268,-0.040695450190602125,-0.040695450190602125,0.008184150827693356,-0.00360957208742891,0.05498838603533722,0.005074578740264447,-0.004346854214793475,0.5,0.24550297908653435,0.3254763405889405,0.10297644869058815
26,-0.008103795789322452,0.023018873400374913,0.061101767207691164,0.0629529909832259,0.015995530399364785,-0.026957460583861115,12.790888100792007,0.017252757334677904,0.047597839627516514,-0.03034508229283861,-0.042585005148063085,-0.042585005148063085,0.008165909122662737,-0.009027634539665005,0.05399455779932204,-0.00036172541700226846,0.05331081941807045,1.1397298330168453,0.2667954816605659,0.29027687843607547,-0.010323629978260779
27,0.030693732780117507,-0.3038083247821265,0.09568249493050679,0.05582955355181459,-0.01281495414143116,-0.048644507693245756,12.168681646169583,0.10326858646730352,0.015359009959493797,0.08790957650780973,0.01835760314045981,0.01835760314045981,0.00810580607657345,-0.001327882958508656,0.04996758203495505,0.007277923118064794,-0.026921516053197543,0.8166716403784747,0.2667954816605659,0.3128909519207614,0.28306450462376376
28,0.006077156636070325,-0.18314072021158484,0.06071698789956788,0.0540928499856373,-0.028118004495034134,-0.062210854480671436,11.41165756305811,0.07960498796256132,-0.028768618043649052,0.10837360600621038,0.006613630577299037,0.006613630577299037,0.008045625052006995,0.005147572132930323,0.051092094030098525,0.01369319718493732,0.005624716770525754,0.8841682416247838,0.2667954816605659,0.3081661898335198,0.1521592122484335
29,-0.0014757955585438173,0.02182433679368199,0.06059151608773486,0.060524881595918865,0.015525751736981078,-0.02499912985893779,11.126376053733491,0.024221167073363414,0.049259858121645905,-0.02503869104828249,-0.032253399558257664,-0.032253399558257664,0.008134583918911507,0.004084822496082127,0.054208153553435015,0.012719406414993634,0.011872560052403641,1.0266389622536276,0.2829221814396947,0.3054502542901087,0.1571839550149772
30,0.025970479064281297,0.2957687712473884,0.07168656975547316,0.050408068375552124,0.027314229427203622,-0.003093838948348502,11.09195283814448,0.04082392995503481,0.13253791316374697,-0.09171398320871216,-0.03962119991615987,-0.03962119991615987,0.00796425146831083,7.427225029659313e-05,0.05969434558864461,0.008538523718607423,0.014977473014788979,1.2063686384310954,0.30273278139777465,0.30178394693882193,0.2865883836597843
31,0.01925586885906782,0.12110002850254237,0.07696719114362113,0.0554717528816759,-0.019251635794566055,-0.05472338867624195,10.484963591804155,0.10313650108454864,0.04729552433272577,0.05584097675182287,-0.022038432171572496,-0.022038432171572496,0.007948449715939805,-0.0006826750722790474,0.05657595705413113,0.007765774643660758,0.05456823724209021,1.861187485336178,0.3137519974835609,0.2609052748940699,-0.02665620438189445
32,0.010237063542862659,-0.04420112668626089,0.08071578582497078,0.073426446839993,0.030007577938337606,-0.023418868901655388,10.239417604009065,0.04366660898205588,0.06723055793253785,-0.023563948950481972,-0.027573083795463547,-0.027573083795463547,0.00810000480440871,0.0006257118146702042,0.05353102604638547,0.009225716619078915,-0.011986105990014068,1.7173542134560091,0.3275385393812927,0.2771775477796611,0.004352512422579322
33,0.041947819498233146,0.1559157508363707,0.06787500246538436,0.05538662433416903,-0.0223676062901126,-0.05775423062428163,9.648047918248796,0.1399974993440043,0.0369700967475155,0.10302740259648879,0.019074431087766748,0.019074431087766748,0.008221257294198503,-0.0019967508874916403,0.05794917313513793,0.0067245064067068625,-0.012886678054883602,1.562714076797406,0.3275385393812927,0.2880023573457633,-0.08653454045101489
34,0.052789028755464915,-0.012217032524597363,0.07006413355083141,0.061263003444874946,-0.07928652495920047,-0.12054952840407542,8.484980291683982,0.22965222440121802,-0.0655007919810674,0.2951530163822854,0.05451941786900863,0.05451941786900863,0.00787711996252911,-0.003321293932085606,0.05555659277553651,0.005055826030443505,0.011694348419786851,1.7030462578348482,0.3275385393812927,0.27817910467314233,-0.07284316301511487
35,0.03118767118091338,-0.27800195882351725,0.03139142433826403,0.0613378315305078,-0.08409698119985642,-0.12543481273036422,7.420668377775771,0.1952041582144448,-0.16129169978007274,0.35649585799451755,0.09871329682099281,0.09871329682099281,0.007756150964845033,0.011231181008543525,0.050410773704980115,0.019487331973388557,-0.08661566003010185,0.663658337473626,0.3275385393812927,0.35093625909842785,0.15626121557205652
36,0.04133579076705969,-0.2676773755454517,0.050363216090933034,0.05217611119933448,-0.06736949144044546,-0.09954560263977993,6.681973472120124,0.18386999244546565,-0.10235551702068824,0.2862255094661539,0.09258030691871512,0.09258030691871512,0.007969724889265147,-0.017797728751665975,0.050938343138500555,-0.009328003862400827,-0.048799908340697536,0.5,0.3275385393812927,0.3623923427215817,0.13619303883678313
37,0.037607979798785614,0.013785849011964044,0.03529377544737989,0.06968918721456097,-0.049605645536622674,-0.09929483275118364,6.01848803375811,0.18486663440451934,-0.0791805329560814,0.26404716736060074,0.07553103068855707,0.07553103068855707,0.008249875225495884,0.00363735769107414,0.05545126739761466,0.012387232916570024,-0.08384440618429477,0.5,0.3275385393812927,0.3623923427215817,-0.08984685721524455
38,0.005576805814179818,0.03654718265182277,0.06947192557611373,0.049245034606258245,0.016751484510784488,-0.012493550095473756,5.943295752009344,0.025763065852394185,0.07882422539135048,-0.05306115953895629,-0.02905848004512119,-0.02905848004512119,0.007910358877279138,0.0016207109562624918,0.0546993320784142,0.01003106983354163,0.00912211161466648,0.6094653393759978,0.3420677794038533,0.3612679269754141,-0.09823469527060555
39,0.03217229461188238,-0.05464581347444986,0.05879978197489607,0.05158802419299264,-0.017207426960035636,-0.048795451153028274,5.653289954454171,0.11214490389141019,0.005146647596462994,0.10699825629494719,0.04123864165996653,0.04123864165996653,0.008024150463653939,0.0025072820549264987,0.054130808848009845,0.011031432518580438,-0.06827499308133109,0.5,0.3420677794038533,0.36893050073173395,0.1221667576779402
40,0.032382578697061765,-0.28912104243682524,0.043584708313052264,0.048878184288212306,-0.1087668278051405,-0.1376450120933528,4.875142790306096,0.21180654808730415,-0.16285919660227655,0.3746657446895807,0.08674131954614168,0.08674131954614168,0.007909008792885525,0.008100827817490313,0.05026936956992896,0.01650983661037584,-0.02270183937402081,0.5,0.3420677794038533,0.36893050073173395,0.22476535797861577
41,0.010812919804205326,-0.031983776411795214,0.05971286592562736,0.07391460647778983,-0.0011665497475891098,-0.05508115622537894,4.606614288652216,0.0766275578325506,0.0017049920653038342,0.07492256576724676,-0.0066589526121955955,-0.0066589526121955955,0.007877656425971529,-0.013644194622476895,0.053752882466313406,-0.005266538196505365,0.023215708077045392,0.7785884969245447,0.3453972557099511,0.35092757028475985,0.23879917187388802
42,0.01867713589870381,0.19774006648033676,0.07813200590477773,0.04704907229473586,0.05474641410052702,0.02769734180579116,4.734205259172458,-0.0006802685988067658,0.16537474836207355,-0.16605501696088032,-0.04018250186349153,-0.04018250186349153,0.008148731242284279,-0.00884091902603866,0.05782014628055993,-0.0001921877837543812,-0.009445179785747871,0.6652463394955702,0.36548850664169685,0.3679025842240736,-0.209154351045801
43,0.06816405910007815,-0.08259067780549463,0.04425680796983302,0.054177124518258124,-0.09805395290788166,-0.13223107742613976,4.1081961969955865,0.2716985646267833,-0.12411322714791706,0.3958117917747004,0.12585666323520678,0.12585666323520678,0.007764492153023076,0.0009489868726230988,0.05493662869653209,0.009213479025646176,-0.09604532670771282,0.5,0.36548850664169685,0.3794698279887636,-0.07102460211431333
44,0.011138211977019603,0.1523987826099863,0.038532728613615626,0.0823103462169415,-0.0007434427927547789,-0.06305378900969627,3.84915886077979,0.09819836016662364,-0.008019207327368827,0.10621756749399247,0.008101052871824208,0.008101052871824208,0.007697110507710917,-0.0009299492834029915,0.05680664497465586,0.007267161224307926,-0.026547621183905672,0.5,0.36548850664169685,0.3794698279887636,-0.029113663065800793
45,0.023438242988856363,-0.044244220783840306,0.06576214724276168,0.06341327595528055,-0.028262017929775868,-0.07167529388505642,3.5732692682231297,0.12374846650802596,-0.013518273614074205,0.13726674012210016,0.015155539556791033,0.015155539556791033,0.00797493911807176,0.0157388452733541,0.053994996510274375,0.02421378439142586,-0.028471756212126602,0.5,0.36548850664169685,0.3794698279887636,-0.13067652485103837
46,0.04355803595855259,0.07695568545142235,0.058708744576869615,0.051414448030297905,-0.05967260876131966,-0.09108705679161756,3.2477906874567477,0.1805293091047684,-0.02915190781032162,0.20968121691509,0.04258333005377528,0.04258333005377528,0.008103603966627944,0.000412448445501126,0.056703011675689516,0.00901605241212907,-0.0033699752966483316,0.5,0.36548850664169685,0.3794698279887636,0.0726600223578639
47,0.026050790087102604,0.07041228174334387,0.05272323665802802,0.053790767458501844,-0.047393632164697025,-0.08118439962319887,2.984120750393755,0.13888372868271803,-0.025198908152511024,0.16408263683522906,0.02059135742086045,0.02059135742086045,0.008044209880587525,-0.0007520911769335833,0.05597879045983119,0.007792118703653941,0.02000019122291963,0.7400022946750355,0.36548850664169685,0.36266966736151107,-0.09385442759572185
48,0.05390644786574023,0.19469987890395352,0.045437839899586364,0.050836053477413067,-0.05713217598781175,-0.08796822946522481,2.7216129314711783,0.1930353709789434,-0.024566886461600212,0.21760225744054362,0.06047437261127548,0.06047437261127548,0.008047112350411938,0.00478597043880767,0.0590100549667893,0.01333308278921961,-0.047155155739173546,0.5,0.36548850664169685,0.3794698279887636,-0.000920079714461515
49,0.029139789263630957,-0.12449823740303559,0.05522912222508913,0.06527235713619718,-0.07452422055460449,-0.11979657769080167,2.395573016481901,0.19536810304004582,-0.10044595010698798,0.2958140531470338,0.05434536142566366,0.05434536142566366,0.008032530507782503,0.010860069970310202,0.05287149966492972,0.019392600478092707,-0.020942000594854734,0.5,0.36548850664169685,0.3794698279887636,-0.19202836542941554
50,0.04667787985891417,0.19886752641876523,0.037378195148482056,0.049351452627298266,-0.06932744468665672,-0.09867889731395499,2.1591805127804022,0.19489718710888004,-0.04795448434667848,0.24285167145555853,0.059221996312114424,0.059221996312114424,0.008026988796684528,0.01857145656676878,0.0588243755569434,0.027098445363453308,-0.05138562798603686,0.5,0.36548850664169685,0.3794698279887636,0.13343265739820498
51,0.028440868563800806,-0.049163724125069565,0.08409708060126943,0.052659961413477424,-0.05599283336321347,-0.08865279477669089,1.9677631258950512,0.1559767361972233,-0.012342123386410053,0.16831885958363335,0.0045888599426864365,0.0045888599426864365,0.007898081751469528,0.002133681013719897,0.05408991712538214,0.010531762765189426,0.05677212917064364,1.1812655500477236,0.36548850664169685,0.33178123948542293,-0.1116169614154571
52,0.030362252563070753,0.36128969343782885,0.06047454339798413,0.04749117812358069,0.06419967864064503,0.03670850051706434,2.03999675961943,0.010924383569250296,0.1787065804413408,-0.1677821968720905,-0.016659379869719014,-0.016659379869719014,0.008034690345192509,-0.007790902944277621,0.06093003123194427,0.0007437874009148878,-0.06765145151712011,0.5,0.37381819657655635,0.3832181884594503,-0.13447156059465784
53,-0.012185703376419933,-0.13457549783249628,0.05383422720408706,0.05430970248890983,0.0038189985679884172,-0.03049070392092141,1.9777958224222347,0.01437594856512936,0.010115009783202566,0.004260938781926793,-0.019404153224862983,-0.019404153224862983,0.008337375505812235,-0.0036734523257363023,0.05125056752691383,0.005163923180075932,0.019903916228634064,0.7388469947436087,0.38352027318898785,0.3708648333029919,0.058317764045439105
54,0.05705706820357774,-0.09960338804438242,0.11085270188702948,0.040959687438836316,-0.04383032376931145,-0.06479001120814777,1.8496544089200704,0.17587449980645387,0.04489794942778702,0.13097655037866685,0.026052445738281305,0.026052445738281305,0.00805924428383729,-0.01389562565860585,0.054264952898033625,-0.005336381374768559,0.028456569799644227,1.0803258323393394,0.38352027318898785,0.34696131467129077,-0.10987456328089465
55,0.04417690579159701,0.02516567713941283,0.08444054132701559,0.044731290136017274,-0.0099642110563921,-0.03469550119240937,1.7854797221698389,0.11382065668380648,0.06804418315580496,0.045776473528001516,0.016399887854916036,0.016399887854916036,0.00798471835123731,0.008577174650088532,0.05587026075666452,0.017061893001325844,-0.045284888956647236,0.5369071648595726,0.38352027318898785,0.38500062139487445,0.004327790997176603
56,-0.011753357716254617,-0.05002120609516875,0.041698620615924886,0.049658643499466505,0.016062726476663576,-0.013595917022802929,1.7612044880213205,-0.0092340092261044,0.02874475237311458,-0.03797876159921898,-0.018722997816428125,-0.018722997816428125,0.007831202097287703,0.005070397435750737,0.05266093190781755,0.01340159953303844,-0.014515572804893927,0.5,0.39288177209720193,0.39179679744374085,0.2760382885160714
57,0.01566359909632646,-0.14747173035148597,0.06569628065098003,0.06632833692168527,-0.033507124537577274,-0.07983546145926254,1.6205979149960141,0.1201674800027519,-0.0394912522767733,0.1596587322795252,0.015521078611508164,0.015521078611508164,0.007988956232175933,-0.002391461273875246,0.05201807513739117,0.006097494958300687,0.01134725438070998,0.6361670525685198,0.39288177209720193,0.38226510376394446,0.09820858283898386
58,0.015998437904564775,0.2558120959261565,0.07845967493925114,0.05934555745176887,0.06060660834671898,0.021261050894950104,1.6550535297469942,0.006187112024750752,0.16630033657692245,-0.1601132245521717,-0.04919077790625681,-0.04919077790625681,0.008241981253991528,-0.007799601973775109,0.058684044597022256,0.0009423792802164192,-0.004062794993205762,0.5874135126500506,0.41747716105033034,0.38888105411449647,-0.1532479674855553
59,0.01538105773020442,-0.08864829134111572,0.06756361625281969,0.05711856619630916,0.010645577482247492,-0.026472988714061663,1.611239316332834,0.05857435319362003,0.03976894257327723,0.0188054106203428,0.0067399937748679195,0.0067399937748679195,0.008007423519449382,-0.0074424070116981406,0.05297871642497479,0.0010650165077512419,-0.030017384732085723,0.5,0.41747716105033034,0.395,-0.01830646727452869
60,0.025706537976533855,-0.09510374527688605,0.07309592515853156,0.061662488967545094,-0.025400244145099192,-0.0670627331126443,1.5031852040810056,0.12561075201024807,-0.005842282681441491,0.13145303469168956,0.019915557773627884,0.019915557773627884,0.00824807015118372,-0.018212955297014454,0.053235658339705366,-0.009464885145830734,0.019289155487613913,0.731469865851367,0.41747716105033034,0.37879710939040434,-0.10001405672500382
61,0.02564540043268308,0.04642868939645166,0.061170432636493265,0.038225973565453666,0.023411952644699453,0.005185979079245787,1.5109806911016017,0.03490492868653461,0.09218043267339993,-0.05727550398686532,0.011035238081113459,0.011035238081113459,0.008193294812756869,0.0031677856983637256,0.05556879147027189,0.011861080511120595,-0.07633130243307047,0.5,0.41747716105033034,0.395,0.08816979344726551
62,0.01634741632906531,0.04672035641147263,0.05981778769595631,0.05077394452051055,0.029363931441794333,-0.0014100130787162192,1.5088501885654608,0.03485042811263561,0.08207614397566165,-0.04722571586302604,0.004556196938140897,0.004556196938140897,0.008087027826163261,0.011379565470655481,0.0552463149355724,0.01996659329681874,-0.08818691958561885,0.5,0.41747716105033034,0.395,-0.13340371876471036
63,0.010802442950387955,-0.4358250759971757,0.037849379516764106,0.049960665750234536,-0.022323232000181506,-0.052283897750416045,1.4299616195858083,0.08543200351850411,-0.08339927835231498,0.16883128187081908,0.08745887733594718,0.08745887733594718,0.008110059612708711,-0.008907266159513252,0.04708913223790026,-0.00029720654680454083,-0.12340615942018449,0.5,0.41747716105033034,0.395,-0.053664184133900145
64,0.03157455048728815,-0.04111206507323734,0.07489787971304726,0.061520311509031644,0.062466297398306,0.020945985889274363,1.4599135754918566,0.02828541317935418,0.11678309767910489,-0.0884976844997507,0.017299677933640324,0.017299677933640324,0.008283559572121025,-0.01623243217541428,0.05433307510344413,-0.007448872603293253,-0.11143089569208373,0.5,0.41747716105033034,0.395,0.01805716478738198
65,0.028940311631182096,0.04886943940552024,0.04402036271673683,0.060391036938864044,-0.030518180682272758,-0.0709092176211368,1.3563922460592526,0.12830546736712445,-0.02651267046511463,0.15481813783223908,0.036319234856714504,0.036319234856714504,0.007970363403997986,0.007910247181352388,0.0557250447196087,0.016380610585350376,-0.04908245077230765,0.5,0.41747716105033034,0.395,0.03619542341930815
66,0.015148720868829752,-0.20698599397262796,0.06535236430094467,0.059105128103678135,-0.006380977132220286,-0.045486105235898425,1.2946952456138447,0.07606643197489293,-0.005064895144950787,0.08113132711984372,0.020389932629275832,0.020389932629275832,0.00802935657002859,-8.505885276941225e-05,0.05101796607403445,0.008444297717259177,-0.0423301489254326,0.5,0.41747716105033034,0.395,0.12029589893927028
67,0.03500446520490425,0.04147624053798409,0.05720078072770519,0.05738153314009728,-0.041379257160477204,-0.07876079030057448,1.192724024870902,0.14791724168799258,-0.020695568317433688,0.16861281000542627,0.030914063381004227,0.030914063381004227,0.007974150731578105,-0.003277096735505531,0.05581651514408937,0.0051970539960725735,-0.002931125538022439,0.5,0.41747716105033034,0.395,0.1579132842190664
68,-0.0016250857079385395,0.04626519683432872,0.029625452546941888,0.03824685932616376,-0.01973338248654673,-0.03798024181271049,1.1474240779904756,0.04167359520468872,-0.0034163222632361823,0.0450899174679249,0.006378636064942246,0.006378636064942246,0.007975212264328424,-0.0030850022907484187,0.05460617273084698,0.0053902099735800065,0.008416150860480039,0.6009938103257605,0.41747716105033034,0.38793043327719673,-0.04003276486692682
69,-0.0028803733589967927,0.18570514860712226,0.061391662726831164,0.05700815161416033,-0.000996333241317461,-0.038004484855477784,1.103816816995676,0.03889483082813561,0.058288340704312214,-0.019393509876176607,-0.05590778335630459,-0.05590778335630459,0.00788979377486812,0.009759866136760565,0.05686274580978084,0.018149659911628688,0.06945912206239281,1.4345032750744742,0.44543105272848266,0.3295847707447868,-0.04631583004021608
