year,gdp,gdp_per_capita,population,emissions,temperature,co2_concentration,sea_level_rise,total_damages,damage_share,extreme_weather,renewable_share,carbon_price
2085.0,10224203535.893152,32.77757081888103,311926823.1434543,1.0480276069655834,2.241572299182235,518.9706199146495,0.8191006094275646,439164788.0955464,0.04388963746769675,2.033632292253859,0.4,186.79185894122995
2086.0,10451504388.770243,33.174524854947286,315046091.37488884,1.0494524535462244,2.250117100624755,518.7469507080723,0.8250819704373287,451510361.17599607,0.04416093239839377,2.0401986009282673,0.4,196.13145188829145
2087.0,10688557001.74403,33.59105221243373,318196552.28863776,1.0513278367187928,2.258453934161536,518.5248339392059,0.8309177539130752,464325297.56540257,0.04442664714032011,2.046632190228115,0.4,205.938024482706
2088.0,10935930829.791546,34.0281948658592,321378517.81152415,1.0536697446078416,2.266587238380977,518.304484217354,0.836611066866684,477637934.0346624,0.04468684911880315,2.0529346114792,0.4,216.23492570684132
2089.0,11194227360.940039,34.48703884176005,324592302.9896394,1.0564945533567733,2.274521400497929,518.0861232047796,0.8421649803485504,491478315.8611104,0.04494160794454098,2.059107464970976,0.4,227.04667199218338
2090.0,11464081529.756233,34.96871511583,327838226.0195358,1.0598190141784236,2.2822607586455192,517.8699797718291,0.8475825310518634,505878276.4513218,0.045190995335370826,2.0651523989359273,0.4,238.3990055917926
2091.0,11746163169.09803,35.47440048423888,331116608.27973115,1.0636602393093522,2.289809604146998,517.656290144989,0.8528667229028988,520871519.2526688,0.04543508504372477,2.0710711085884044,0.4,250.31895587138223
2092.0,12041178502.101093,36.005318413081746,334427774.36252844,1.0680356870352499,2.297172183766568,517.4452980474606,0.8580205286365976,536493702.0426354,0.045673952789456435,2.0768653352210666,0.4,262.83490366495136
2093.0,12349871676.905626,36.56273987116126,337772052.1061537,1.0729631459809945,2.3043527019380803,517.2372548319292,0.8630468913566562,552782523.7135864,0.04590767619773514,2.0825368653570098,0.4,275.9766488481989
2094.0,12673026347.206573,37.14798415256391,341149772.62721527,1.0784607188831232,2.3113553229704618,517.0324196053085,0.8679487260793233,569777813.7029688,0.04613633474171708,2.088087529955563,0.4,289.77548129060887
2095.0,13011467302.325392,37.762419696725786,344561270.35348743,1.0845468060841013,2.3181841732286923,516.8310593453522,0.8727289212600846,587521624.2545084,0.04636000968971485,2.0935192036696835,0.4,304.26425535513937
2096.0,13366062151.144022,38.40746491486474,348006883.05702233,1.0912400890059637,2.3248433432891584,516.6334490091489,0.8773903403024109,606058325.7345182,0.04657878405659938,2.098833804152852,0.4,319.4774681228963
2097.0,13737723064.90068,39.084589032750436,351486951.88759255,1.0985595138750872,2.3313368900682216,516.4398716336427,0.8819358230477552,625434705.2684853,0.046792742559180256,2.104033291413349,0.4,335.4513415290411
2098.0,14127408584.51124,39.79531296076281,355001821.4064685,1.1065242759793255,2.3376688389228777,516.2506184284521,0.8863681872460144,645700069.0061226,0.04700197157532312,2.1091196672138404,0.4,352.22390860549325
2099.0,14536125498.737206,40.54121020302461,358551839.6205332,1.1151538047431409,2.343843185722437,516.065988861396,0.890690230005706,666906348.367467,0.047206559106575154,2.1140949745142144,0.4,369.83510403576787
2100.0,14964930800.15951,41.32390781806004,362137358.01673853,1.1244677499052715,2.3498638988902383,515.8862907372674,0.8949047292231669,689108210.6677631,0.04740659474408279,2.1189612969557006,0.4,388.32685923755633
