capital,tfp,consumption,labor,output,investment,wage,interest_rate,simulation,period
2.2165799012921497,1.0252758182410893,0.549199238676899,0.3885521581213186,0.7327772249563359,0.1338831488266483,1.2258462249305033,0.05570619610202539,0,37
2.2172181329230773,1.0212993540842694,0.5687832507459545,0.39592561479434746,0.7389836754195079,0.1336330257084568,1.2132061454831082,0.05665261191772915,0,38
2.2176719317403246,1.024470181751225,0.5891512624605703,0.40295915616205735,0.7498649350384559,0.1334868867926322,1.2095821631584285,0.05834605628863192,0,39
2.21822119613604,1.016962299811593,0.6116424143171157,0.4106279302012383,0.7536124542595625,0.13360958030013492,1.1929244438600501,0.05890805094203534,0,40
2.218456563828027,1.001787636246396,0.6315114460888697,0.41645284434781754,0.7492233157848597,0.1333286394601494,1.1693884718756415,0.05820297264338442,0,41
2.218098003236149,0.9982900323897698,0.646689024661942,0.41915072123418085,0.7497053882633236,0.1327488332378035,1.1626092421749634,0.058298148012095416,0,42
2.2176236409723735,0.9970888898099541,0.6613924719521883,0.42110488959273873,0.7510144735171619,0.1326115179303935,1.159234717645446,0.05853006113145112,0,43
2.217128418436386,1.0026103577147916,0.6773692337560131,0.4230567934112297,0.7573874796961209,0.1325621959223553,1.1636779493195366,0.0595625908221374,0,44
2.2168733451630165,1.0019004127617932,0.6967274850155653,0.4261853484231863,0.7604539131405571,0.13277263183281374,1.1598123806230556,0.060060476246839065,0,45
2.2166046821301437,1.0125471925759744,0.7188161040632154,0.4296858795123188,0.7725993943109345,0.1327437376769085,1.1687365823426132,0.06199278932721773,0,46
2.216758883788865,1.005303732018633,0.7464501691845394,0.4352767039121708,0.7735640539963065,0.1331504825865304,1.1551655086945716,0.06213661164445097,0,47
2.2166274067921656,1.013569406819222,0.774510611959491,0.43982727447126174,0.7851982811330787,0.1328740560306323,1.160407533502903,0.06398087182107326,0,48
2.2168193699257466,1.0130418029757269,0.8090333573170542,0.4463286495774687,0.7923345093261973,0.13318960754111098,1.1538973165840596,0.06509683108437378,0,49
2.2105366718884256,1.0,0.4131598303410514,0.33,0.642108271358067,0.13263220031330553,1.2647587163113443,0.041666666666666755,1,0
2.2105366718884256,1.0014266038815087,0.41327764621311747,0.3300470477326686,0.643083892942369,0.13263220031330558,1.26649983171828,0.04182113936049181,1,1
2.2105915954525828,0.9960698652901766,0.41331744201265586,0.3301556461024514,0.6397863278816271,0.13268712387746273,1.2595910990236732,0.04129651049936452,1,2
2.2104369240360033,0.9919361863463547,0.41167162701099064,0.3292386290768831,0.6359648140785189,0.1324808243105755,1.2555547637592257,0.040698501055195055,1,3
2.2101304057976265,0.9889363868134771,0.40865002359802893,0.3275110546591916,0.6318463742012105,0.13231969720378345,1.254003910366207,0.04006026358911294,1,4
2.20972380002974,0.9873085840740538,0.40459132625033184,0.3251932841290578,0.6278605986955877,0.13220121857997125,1.2549748382570158,0.039447365114363225,1,5
2.2092757470854436,0.9865973484784903,0.3998765092069888,0.3225365355542783,0.6240274780932148,0.13213537505748807,1.2575873305749263,0.03886027926607126,1,6
2.2088241855151627,0.9861486658794582,0.39473553729362837,0.3196986390054014,0.620126521336412,0.132104983254846,1.2608193770316851,0.03826236234239851,1,7
2.2083795401326043,0.9825351897442924,0.3889751238041312,0.31662125860872026,0.6139386289732222,0.13208480574835146,1.2603705467728934,0.03730144489915224,1,8
2.207817683739086,0.979645837079824,0.38189694022253545,0.3128211425815156,0.6072935710936106,0.13194091601443825,1.261873855306901,0.036272781692187325,1,9
2.2071729505214033,0.9735021285143378,0.3734133628458227,0.30831522470123923,0.5977593311413835,0.1318243278066622,1.2602153060018433,0.03478902224225831,1,10
2.2063212164857147,0.9742008257733811,0.36331052142771275,0.3028176399223417,0.59115356577089,0.13157864299559563,1.2689149081593143,0.03377770855568035,1,11
2.205543272021271,0.9719712867563283,0.3529211990378715,0.29731625434718034,0.5827415890345733,0.1316013285246993,1.2740037832918598,0.03247588054583117,1,12
2.2047194697101378,0.9747564513458999,0.3419892679510723,0.29152291740469183,0.5769086387935868,0.13150879401014315,1.2863160761226529,0.03158445160567401,1,13
2.204050266448439,0.972629080231685,0.33124633797114994,0.2860485992634212,0.56853952194408,0.1316139649209096,1.2919157451399859,0.030283255200469844,1,14
2.203333418345999,0.977449587314713,0.3201705021103361,0.28037434534041855,0.5639002956262572,0.13152616788446636,1.307306457415124,0.029575686469344387,1,15
2.202845224013069,0.986441713973354,0.31038989728792105,0.2756146554994692,0.5627458785845291,0.1317118107678299,1.3271602717100377,0.029412118181307442,1,16
2.2027349769732183,0.9821509812992725,0.30182791537079534,0.2719617640135084,0.5554502209144314,0.1320604664009335,1.327549278495073,0.028257361576555506,1,17
2.202463339839152,0.9941898409985988,0.29301937084901,0.2680180453985396,0.5569215011844206,0.13189246148432732,1.3506515027060413,0.02850205217435428,1,18
2.20267402893643,0.9837006394561133,0.2855417404131604,0.26539249009729454,0.5475491935817393,0.1323584894876273,1.3410589564823512,0.027004348004295464,1,19
2.2024662013795577,0.9742613583359737,0.2755845896600919,0.26109299173499034,0.536550502053707,0.1319526141793137,1.3357609640051127,0.025264725334341043,1,20
2.201899540885824,0.9794770281107059,0.26421558252147304,0.2556612102079313,0.53205377192506,0.13158131158904007,1.3527079507682007,0.024571896544769323,1,21
2.201568413509806,0.9680950887820582,0.2529824716408934,0.2506003607438408,0.5190538080412684,0.13178284507713123,1.3463068218472893,0.022517913910666112,1,22
2.200806800389925,0.9667623232993965,0.23989998058988216,0.2440517665258497,0.5094325136524651,0.1313324916907077,1.3568069536551757,0.021016370790372177,1,23
2.200033656787506,0.9736580230743914,0.22698347113331224,0.2375273787530931,0.5040464960171962,0.1312752644209767,1.379336664813471,0.020187988516331204,1,24
2.199574886408718,0.986126176543955,0.21560968778795375,0.23215372443386287,0.5029273184179076,0.13154324902846248,1.4081305728298563,0.020026628115247233,1,25
2.1996286767412054,0.9878794523540665,0.20592349546744293,0.22828611618678776,0.49835395308387603,0.13202828351701035,1.4189652656733363,0.01929696744896467,1,26
2.1997476709908086,0.9923515169178198,0.19661363616732522,0.22471204657919866,0.4955108540199861,0.1320967148540757,1.4333101407604099,0.018840314820690082,1,27
2.2000334370550254,0.9971454946482147,0.18799386121351222,0.2217395163582632,0.49363596329964365,0.13227062632366549,1.4470283935604487,0.018531800583062696,1,28
2.2004886533453605,1.0130787463788617,0.18046046434261928,0.2196375168333888,0.49846439489823374,0.1324572225136369,1.4751662710229563,0.01928354365706443,1,29
2.2015275901031868,1.006679778320971,0.1743518652127156,0.21913702037669422,0.4946636869153883,0.13306825595854788,1.4672618799976989,0.018641889930741715,1,30
2.202267760554696,1.0022928766894257,0.16740478848945028,0.21786491875482486,0.49070550951258574,0.1328318258577008,1.464019921179334,0.0179863972063716,1,31
2.202800590008778,1.005065314716545,0.16009661671731912,0.21617935394120102,0.48962641480399643,0.132668895087364,1.472190400333794,0.01779607739287732,1,32
2.203410893887308,1.0100981610896287,0.153195256341368,0.2148958013823529,0.49022466397300174,0.1327783392790569,1.482793193411447,0.017869557995988508,1,33
2.2041803356601912,1.0107527836807055,0.1467544693688851,0.21416556505071288,0.48951804701782914,0.1329740954061216,1.4857044384621059,0.017730171930294178,1,34
2.2049334485652787,1.0031271607118566,0.14015039093432496,0.2133538450178773,0.4846851542892971,0.13300393304469926,1.4766331033858093,0.016936473575488803,1,35
2.2053551051710802,0.9911400869508976,0.1326237084108034,0.21148511808768222,0.4761945326087179,0.13271766351971825,1.4635849982944724,0.015574262857827606,1,36
2.2052920060901084,0.9856924870208029,0.12411589079264225,0.20822444432394127,0.46881359279843576,0.13225820722929305,1.4634633138696582,0.014405002614763934,1,37
2.2050204922832073,0.9807804558462533,0.11526399977783933,0.2042768685186424,0.4606899074616289,0.13204600655850562,1.465894998398857,0.013124702548506131,1,38
2.2045716846319325,0.986520659564027,0.10644124739119983,0.19993192497019263,0.4569230417339821,0.13185242188571777,1.4855055147964358,0.012541557946025211,1,39
2.204371339704134,0.983548571637669,0.0981830986322946,0.196101387426714,0.4498398334331387,0.1320739561501174,1.4910444824915523,0.011423511486377033,1,40
2.204065903499849,0.9918961548113804,0.09018303958723077,0.19213417333493985,0.4476491960098822,0.13195684417796327,1.514420742317316,0.011085541659471301,1,41
2.204101600177935,1.0026061516509512,0.08308241138179057,0.18917030156055079,0.4479358787362293,0.1322796508880768,1.5391333564341405,0.011129914131464608,1,42
2.2045479737616267,1.0059730337390156,0.07678075467721893,0.18727050018134828,0.4465327058140646,0.13269246959436787,1.5498770948872058,0.01089274032365492,1,43
2.205099209806168,1.0234308039302815,0.07107377278241825,0.1859974446997563,0.4523117468736691,0.13282411447023934,1.5806810461427276,0.011792285218631876,1,44
2.2062823442452077,1.02171270064497,0.06621487632900326,0.18630236810188103,0.4521183326298635,0.1334890870274097,1.5774191128300754,0.011723103270623453,1,45
2.2073376534519857,1.0323695784141043,0.061551229416042484,0.1866792439997004,0.4575111578971818,0.1334322498614906,1.5930118756729346,0.012543910540189926,1,46
2.208735950142278,1.0396199954860823,0.0574635673484331,0.18820589710727453,0.4632725324595277,0.13383855589741156,1.5999878363378544,0.0134109418332191,1,47
2.210329281418256,1.0301111267253353,0.05361047835908071,0.1903090882365969,0.46247974165149663,0.13411748828451486,1.5795978786874585,0.013232486642968139,1,48
2.2114836068077874,1.0307573563444403,0.04958798541498497,0.19164095219460875,0.46495738977665013,0.13377408227462695,1.577023594872979,0.013586386044584314,1,49
2.2105366718884256,1.0,0.4131598303410514,0.33,0.642108271358067,0.13263220031330553,1.2647587163113443,0.041666666666666755,2,0
2.2105366718884256,1.0028884463092473,0.41339823305198725,0.33009519505901663,0.6440837070758996,0.13263220031330558,1.268283864369746,0.0419794425233327,2,1
2.2106477959906186,0.9985121573818158,0.4140148481406394,0.3305290389233167,0.6418321314419082,0.13274332441549852,1.2621913245390501,0.0416178363699964,2,2
2.210584440227123,0.9860951536877766,0.41253522419343297,0.32983399240026556,0.632977583514864,0.13257551199594175,1.2474015376358472,0.04021881553072018,2,3
2.2100424559332277,0.9975469610204557,0.40879919235371615,0.327428288333719,0.6372342267638134,0.13209308211973214,1.2650166835136694,0.040917508968467145,2,4
2.2099744902937415,1.0058272975556029,0.40839940381008566,0.3271393558875188,0.6421482087371049,0.13253458171650756,1.2758976508550461,0.04169885401171011,2,5
2.210228599463933,1.0072818629237792,0.41015471265825,0.3282565946480378,0.6445294721627093,0.13285257858781607,1.2762703437990635,0.042064245893687874,2,6
2.210524712440552,1.0054565669924265,0.4122433924704938,0.3295921693109648,0.6450920224422564,0.13290982894445502,1.2722080608409563,0.04213964430441161,2,7
2.21073501686162,1.008745321016304,0.4142878893972128,0.33077834220891245,0.6487367009946444,0.13284178716750183,1.274807935823669,0.04270694751579,2,8
2.2110598413945297,1.0100156255427681,0.41740080505600674,0.33259192612788746,0.6518998377451942,0.1329689255446067,1.2740384274134264,0.043192568079438706,2,9
2.211415706142402,1.0007415062781164,0.4202724747710803,0.3343708177694342,0.6481939720412346,0.13301945523154401,1.2600563788354533,0.04258943607223488,2,10
2.2113968852654353,0.9966372767197514,0.420621739592234,0.33451125466079146,0.6457099026519966,0.13266612149157764,1.2547004947543632,0.04219715304567413,2,11
2.2112206950010065,0.9961318334164357,0.4198903486909317,0.3339429596753342,0.6446515636874669,0.13250762285149742,1.2547757162008633,0.04203777840931916,2,12
2.2110344662087136,1.000982817669807,0.4193846683999546,0.3334328808576191,0.647128501883163,0.13248701290776754,1.2615238339486767,0.04243846449281298,2,13
2.211045486550579,0.9964707583405568,0.41970033758983066,0.333571971153415,0.6443872727441136,0.1326730883143883,1.2556562406469016,0.04200402788288837,2,14
2.2108818231734206,0.9908044434637749,0.4183996633804957,0.33276408434753996,0.6396973782842027,0.13249906581587645,1.2495437922635466,0.04126913164363592,2,15
2.2105072827273675,0.9952651010109567,0.41594824168076205,0.33112885542458603,0.6404850934270927,0.1322783689443523,1.257260742781824,0.04141101296119565,2,16
2.2103260243511946,0.9961998401824342,0.4145666982170675,0.3302316435842373,0.6399386365192439,0.13244917858746907,1.2596010158893303,0.04133279901433572,2,17
2.2101907100980314,0.9997020197805131,0.4136309186213188,0.3295826854326523,0.6413540388173561,0.13248424720790863,1.2648726515594453,0.041563142293778915,2,18
2.210197875943256,0.9958893061767923,0.4132063752088929,0.32937357152322094,0.6386452124335329,0.13261860845110673,1.2603299838600752,0.04113385176263522,2,19
2.2100574673962234,1.0011179790792797,0.41223226488856823,0.3286982493944675,0.6411281021904244,0.132471464009563,1.2678292847360388,0.04153348457088721,2,20
2.2101263332175183,1.0104353768634595,0.413279453016123,0.32917794067401246,0.6477158108731966,0.1326723138650685,1.2789899475205497,0.04257356351009424,2,21
2.2105483697424764,0.9987417587811752,0.41576759831839444,0.3308316167668652,0.6423515423929752,0.13302961651800915,1.262057437665226,0.0417046461931673,2,22
2.2104992333676408,0.9988686848760806,0.4154861528028228,0.3306010802680135,0.6421371577013705,0.13258376580971287,1.2625159971271707,0.041672962289646065,2,23
2.2104576421356508,1.0016711135089618,0.4154511375758964,0.33047767317321286,0.6437782490883429,0.13258836277006836,1.2662152268546691,0.04193472287631038,2,24
2.210526228940701,0.9959364284799882,0.4156434557546447,0.33062781891908916,0.6402885095302033,0.13269604533318935,1.2587795320891648,0.04137901799200179,2,25
2.2103699239577566,0.9978089436985879,0.41455373214309627,0.3298883600803973,0.6405435671953711,0.13247526875349802,1.2621036964611951,0.041426573936075906,2,26
2.210294412661297,0.9972764226475889,0.4138277457144373,0.32942360300629553,0.6396076642021861,0.13254668414100568,1.2620376255294485,0.041281838830341186,2,27
2.2102024101031312,0.9960572912185638,0.41282428005082944,0.3288179628339155,0.6380528209202049,0.13252566220151207,1.2612885562082679,0.04103983522108788,2,28
2.210068253546397,0.9955853417345883,0.41141856454585896,0.3279790426850638,0.6366788819592658,0.13247798804945354,1.2617918202502552,0.04082838316335505,2,29
2.2099230816591207,0.9881152769962256,0.409199938080454,0.3267950927052387,0.6304036387443983,0.1324589233255078,1.2538816350998718,0.03984115528350918,2,30
2.209495699412529,0.9945338238104238,0.40552973676826237,0.3245595473802161,0.6316311167900538,0.1321680026529557,1.2649765789590854,0.04005490888047357,2,31
2.209340729202853,0.9958731978666746,0.4033707419732457,0.3233753488045483,0.6309653067573747,0.13241477175507566,1.268270605376847,0.039956450558335174,2,32
2.2092459411066754,1.0055426691069853,0.4022080554060347,0.3226958310883338,0.6362116358344423,0.13246565565599377,1.281508849673323,0.040791889394854286,2,33
2.209528334894898,1.0212011591019698,0.40460117182957855,0.32407552263532197,0.6479421012945342,0.13283715025462328,1.2995809199554262,0.042637170056420357,2,34
2.2103907396536204,1.0174559482439443,0.4107092930117222,0.3279307926791517,0.650636184794261,0.13343410485241636,1.289642600077661,0.04302371458255233,2,35
2.2110653783041316,1.0189488538827531,0.41649138062837543,0.3313825126942757,0.6561107764145293,0.13329808302972834,1.2869478271561519,0.043858879071778614,2,36
2.2117603622507227,1.0332720188278433,0.42427577283235696,0.33568773907394567,0.6710131865445814,0.13335890664483907,1.2992984863170722,0.046184476084747114,2,37
2.2129563992930743,1.0418156666182088,0.4370931882413045,0.3428573861793733,0.6860490471659428,0.13390165877739513,1.3006337288722254,0.04850515020756174,2,38
2.214406345877288,1.0442722037207188,0.4535754971892476,0.35192799034984473,0.6995983160214391,0.13422733054179847,1.2921362263964522,0.05057564527999804,2,39
2.215869968137247,1.0384506980305872,0.4718560211727015,0.3617262289669824,0.7083915598902119,0.1343280030125964,1.2729364836041983,0.051891514180320064,2,40
2.2170395730242283,1.030074026293273,0.4895380135203032,0.370725961850716,0.7141239403003822,0.13412180297521648,1.2520853918025971,0.05273744598261275,2,41
2.2178336178856886,1.0245611906665788,0.5059004022536078,0.3784415814561671,0.7199665007108867,0.1338164192429141,1.236593039436603,0.05361910704962464,2,42
2.218377639474893,1.0121824048901928,0.5207842805966495,0.3850041729827011,0.7193226492564884,0.1336140386623459,1.2144276733273893,0.05348966143535648,2,43
2.2184224273669293,1.014912526864462,0.5332701982313877,0.3895510149237494,0.7267933091894029,0.13314744626053,1.2127183164073707,0.054666014496713655,2,44
2.2185689528572174,1.0071127772086068,0.5467629922939802,0.39447870629106874,0.7271415291582558,0.13325187113230408,1.1981432366697233,0.054713376331003136,2,45
2.2184092856615822,0.9998591361310595,0.557874068432775,0.39773576508611885,0.7257548131945482,0.13295446997579807,1.1860653981527502,0.0545028495237022,2,46
2.217978792134936,1.0015368909759117,0.5674467643680725,0.3996826013186904,0.729234060663684,0.1326740636130488,1.1859463931316963,0.05507410356553209,2,47
2.217636378570557,1.0052376337609692,0.5786365944828897,0.4021433144265054,0.7348148284171944,0.1327363139637172,1.1877100062009525,0.05597266009488641,2,48
2.2174550053986226,1.0155323676395551,0.5931155057460056,0.4058177751200056,0.7467206272375573,0.1328768095422994,1.196025500758025,0.0578613405443881,2,49
2.2105366718884256,1.0,0.4131598303410514,0.33,0.642108271358067,0.13263220031330553,1.2647587163113443,0.041666666666666755,3,0
2.2105366718884256,1.002152800307782,0.41333756747583994,0.3300709736807916,0.643580556683439,0.13263220031330558,1.2673860932976062,0.04189977741774964,3,1
2.210619524145568,0.9987240838801167,0.4137833671635596,0.3303888607355731,0.6417885002229,0.13271505257044813,1.2626410110078174,0.041612227986105255,3,2
2.2105658691685948,1.0040002804541004,0.41383045711642896,0.330319248008841,0.6450851849513646,0.1325835164717608,1.269394298836513,0.04213666006609183,3,3
2.210718112053096,1.0057461744397702,0.4153515672597253,0.3311832975369971,0.6473207751501683,0.1327861950346172,1.2704701806425056,0.04248356408142433,3,4
2.21092910656418,1.002626752048666,0.4171520089989981,0.33226207639938676,0.6467001740996124,0.13285408123426956,1.2651311811447041,0.04237553988630974,3,5
2.2110090387171453,0.9947393822655775,0.41761734378652215,0.3325902481729865,0.6420327409413426,0.13273567854681634,1.2547610277340902,0.04163298991299025,3,6
2.2107803356911746,0.9946628241531313,0.4160981676127229,0.33160116838934384,0.6407185204252812,0.13243183929705804,1.255927535778297,0.04143544273870105,3,7
2.2105610162738025,1.0019864582084084,0.4150766323220293,0.33081482441669186,0.6444184342463765,0.13242750072409848,1.266182623462293,0.04203131708457457,3,8
2.2106361615856116,0.9846405604011899,0.4143930468468842,0.3306517500394341,0.633067185592473,0.13270880628823756,1.2444926439555575,0.04023065704237763,3,9
2.210034517109766,0.9804593081346679,0.40895194320949985,0.32744776763203076,0.62634204487212,0.132036525219291,1.2433199105647332,0.03919289224130883,3,10
2.209301587356189,0.9883826018908808,0.4028633040776631,0.3237497484820107,0.6266867023143017,0.1318691412730093,1.2582136616761896,0.03928040022479874,3,11
2.2089182268116105,0.9892720805266243,0.3985251998077082,0.32132112630340814,0.624150263858613,0.1321747346967932,1.2625925851044653,0.03889573534183413,3,12
2.2085902155470465,0.9782617313077447,0.3933211066169257,0.31863415242020404,0.6138120007406738,0.1322070823441326,1.252150146024772,0.03727209635673562,3,13
2.207849216924374,0.9734645610647811,0.3848832746387505,0.3139676765611959,0.6049014836474543,0.13177441431015025,1.2523135141722428,0.03589220027060433,3,14
2.206959295587504,0.9736033045990107,0.37503959949545423,0.308484780539593,0.5980148726586977,0.1315810316785928,1.260061084855575,0.03483872486865511,3,15
2.2061231508831316,0.9622098109748294,0.36407459723334556,0.30261958140533574,0.5836107206147443,0.13158141303087767,1.2535440259283077,0.03258946044484952,3,16
2.204879968940099,0.9624560326610535,0.35033276131312174,0.2949671320127997,0.5740087184102209,0.1311242071099552,1.264905904670264,0.03111745504230455,3,17
2.20371426635119,0.9660486001655326,0.33667017345289085,0.28745657000056496,0.5664678678579117,0.13112709554749724,1.2809034565009907,0.029967994842881873,3,18
2.202754992994835,0.9587295777236886,0.3230549130294063,0.2802623557380752,0.5529061151692397,0.13126358262471616,1.2823305288844429,0.02785232171741929,3,19
2.20155598235039,0.9576000304351816,0.30777969532384086,0.2719952279172388,0.5415073962048975,0.13096628893524498,1.2940661136903544,0.02608801692581704,3,20
2.2003769899351706,0.9687149364285833,0.2929028485170299,0.2639182544811882,0.5370628459272222,0.13091436652580413,1.3227233960717835,0.0254271776765244,3,21
2.199704506761534,0.9684501722114275,0.27992943630599365,0.2573742282001843,0.5281680041370763,0.13135013622247405,1.3338911401108722,0.024038015506060384,3,22
2.199057982996063,0.9731860036198213,0.26710050917833444,0.25093120837625943,0.5220225132196092,0.13133574664022118,1.3522217335516107,0.023084612156490977,3,23
2.198633401631148,0.9816314668459166,0.2554236995411279,0.2453188574201391,0.5188323721027991,0.13151889761484892,1.3747049265326234,0.02259281883976591,3,24
2.198562849226227,0.9918836492710736,0.24548593162716134,0.2410082191294329,0.5182389441201226,0.13184745169294798,1.3976922235053417,0.02250099855270453,3,25
2.198894242386685,0.9870435921842667,0.23672870788522346,0.23781588646878943,0.5112866038710991,0.13224516411403187,1.397452026653525,0.02138195457761151,3,26
2.1990203367978394,0.9847221104283482,0.22710086051166856,0.2339799285418316,0.5047310449197258,0.13205974895435535,1.4021509504785046,0.020333893582424087,3,27
2.199049391659793,0.9844088470781812,0.21709310355055425,0.2298541333138802,0.49877164851392447,0.13197027506982417,1.4104665722557768,0.019384336541941882,3,28
2.1990646862622563,1.006518318286175,0.207942112043171,0.22618722021207058,0.504672018500979,0.13195825810205086,1.4502888877544573,0.020322878894285273,3,29
2.1999306034430126,1.0213913037147002,0.20205214576494898,0.22534783784825707,0.510963651071441,0.13280979835649198,1.4738387391144232,0.021292236034679543,3,30
2.201312859603216,1.0160161472758122,0.19763947951052696,0.2260714196287049,0.509446883507806,0.133378092366784,1.4647604497018345,0.0210000307088887,3,31
2.2024188646479113,1.0027840785051119,0.1920456009304774,0.2259545343695761,0.5027314919138095,0.13318477662088846,1.4462000979785394,0.0198921699201675,3,32
2.2029623955243958,1.018253516682935,0.18547163065063468,0.22472283530879023,0.5087203159381387,0.1326886627553594,1.471449062599362,0.020823944584839285,3,33
2.2040647393595285,1.0225963220685936,0.18066461328974245,0.225320310214975,0.5118620940633124,0.1332800875665967,1.4766106119049753,0.021282427744939297,3,34
2.20527174244689,1.0190909924531972,0.17613121382997943,0.22637370867027562,0.5117544092774986,0.1334508874489333,1.4694302089421571,0.021220849022617963,3,35
